filename,width,height,class,xmin,ymin,xmax,ymax
1IMG_20200630_160104.jpg,624,832,closed,211.6963653564453,253.99864196777344,418.048828125,333.93377685546875
2IMG_20200630_160104.jpg,624,832,closed,211.6963653564453,253.99864196777344,418.048828125,333.93377685546875
3IMG_20200630_160104.jpg,624,832,closed,211.6963653564453,253.99864196777344,418.048828125,333.93377685546875
4IMG_20200630_160104.jpg,624,832,closed,211.6963653564453,253.99864196777344,418.048828125,333.93377685546875
5IMG_20200630_160104.jpg,624,832,closed,211.6963653564453,253.99864196777344,418.048828125,333.93377685546875
6IMG_20200630_160104.jpg,624,832,closed,211.6963653564453,253.99864196777344,418.048828125,333.93377685546875
7IMG_20200630_160104.jpg,624,832,closed,211.6963653564453,253.99864196777344,418.048828125,333.93377685546875
8IMG_20200630_160104.jpg,624,832,closed,211.6963653564453,253.99864196777344,418.048828125,333.93377685546875
9IMG_20200630_160104.jpg,624,832,closed,211.6963653564453,253.99864196777344,418.048828125,333.93377685546875
10IMG_20200630_160104.jpg,624,832,closed,211.6963653564453,253.99864196777344,418.048828125,333.93377685546875
11IMG_20200630_160104.jpg,624,832,closed,221.80369567871094,261.6569519042969,425.7707214355469,327.34869384765625
12IMG_20200630_160104.jpg,624,832,closed,221.80369567871094,261.6569519042969,425.7707214355469,327.34869384765625
13IMG_20200630_160104.jpg,624,832,closed,221.80369567871094,261.6569519042969,425.7707214355469,327.34869384765625
14IMG_20200630_160104.jpg,624,832,closed,221.80369567871094,261.6569519042969,425.7707214355469,327.34869384765625
15IMG_20200630_160104.jpg,624,832,closed,221.80369567871094,261.6569519042969,425.7707214355469,327.34869384765625
16IMG_20200630_160104.jpg,624,832,closed,221.80369567871094,261.6569519042969,425.7707214355469,327.34869384765625
17IMG_20200630_160104.jpg,624,832,closed,221.80369567871094,261.6569519042969,425.7707214355469,327.34869384765625
18IMG_20200630_160104.jpg,624,832,closed,221.80369567871094,261.6569519042969,425.7707214355469,327.34869384765625
19IMG_20200630_160104.jpg,624,832,closed,221.80369567871094,261.6569519042969,425.7707214355469,327.34869384765625
20IMG_20200630_160104.jpg,624,832,closed,221.80369567871094,261.6569519042969,425.7707214355469,327.34869384765625
21IMG_20200630_160104.jpg,624,832,closed,239.44097900390625,262.5401611328125,444.27435302734375,332.74041748046875
22IMG_20200630_160104.jpg,624,832,closed,239.44097900390625,262.5401611328125,444.27435302734375,332.74041748046875
23IMG_20200630_160104.jpg,624,832,closed,239.44097900390625,262.5401611328125,444.27435302734375,332.74041748046875
24IMG_20200630_160104.jpg,624,832,closed,239.44097900390625,262.5401611328125,444.27435302734375,332.74041748046875
25IMG_20200630_160104.jpg,624,832,closed,239.44097900390625,262.5401611328125,444.27435302734375,332.74041748046875
26IMG_20200630_160104.jpg,624,832,closed,239.44097900390625,262.5401611328125,444.27435302734375,332.74041748046875
27IMG_20200630_160104.jpg,624,832,closed,239.44097900390625,262.5401611328125,444.27435302734375,332.74041748046875
28IMG_20200630_160104.jpg,624,832,closed,239.44097900390625,262.5401611328125,444.27435302734375,332.74041748046875
29IMG_20200630_160104.jpg,624,832,closed,239.44097900390625,262.5401611328125,444.27435302734375,332.74041748046875
30IMG_20200630_160104.jpg,624,832,closed,239.44097900390625,262.5401611328125,444.27435302734375,332.74041748046875
31IMG_20200630_160104.jpg,624,832,closed,226.9467010498047,265.722412109375,429.3417663574219,324.2869873046875
32IMG_20200630_160104.jpg,624,832,closed,226.9467010498047,265.722412109375,429.3417663574219,324.2869873046875
33IMG_20200630_160104.jpg,624,832,closed,226.9467010498047,265.722412109375,429.3417663574219,324.2869873046875
34IMG_20200630_160104.jpg,624,832,closed,226.9467010498047,265.722412109375,429.3417663574219,324.2869873046875
35IMG_20200630_160104.jpg,624,832,closed,226.9467010498047,265.722412109375,429.3417663574219,324.2869873046875
36IMG_20200630_160104.jpg,624,832,closed,226.9467010498047,265.722412109375,429.3417663574219,324.2869873046875
37IMG_20200630_160104.jpg,624,832,closed,226.9467010498047,265.722412109375,429.3417663574219,324.2869873046875
38IMG_20200630_160104.jpg,624,832,closed,226.9467010498047,265.722412109375,429.3417663574219,324.2869873046875
39IMG_20200630_160104.jpg,624,832,closed,226.9467010498047,265.722412109375,429.3417663574219,324.2869873046875
40IMG_20200630_160104.jpg,624,832,closed,226.9467010498047,265.722412109375,429.3417663574219,324.2869873046875
41IMG_20200630_160104.jpg,624,832,closed,239.17308044433594,262.7218017578125,443.9114074707031,332.4005432128906
42IMG_20200630_160104.jpg,624,832,closed,239.17308044433594,262.7218017578125,443.9114074707031,332.4005432128906
43IMG_20200630_160104.jpg,624,832,closed,239.17308044433594,262.7218017578125,443.9114074707031,332.4005432128906
44IMG_20200630_160104.jpg,624,832,closed,239.17308044433594,262.7218017578125,443.9114074707031,332.4005432128906
45IMG_20200630_160104.jpg,624,832,closed,239.17308044433594,262.7218017578125,443.9114074707031,332.4005432128906
46IMG_20200630_160104.jpg,624,832,closed,239.17308044433594,262.7218017578125,443.9114074707031,332.4005432128906
47IMG_20200630_160104.jpg,624,832,closed,239.17308044433594,262.7218017578125,443.9114074707031,332.4005432128906
48IMG_20200630_160104.jpg,624,832,closed,239.17308044433594,262.7218017578125,443.9114074707031,332.4005432128906
49IMG_20200630_160104.jpg,624,832,closed,239.17308044433594,262.7218017578125,443.9114074707031,332.4005432128906
50IMG_20200630_160104.jpg,624,832,closed,239.17308044433594,262.7218017578125,443.9114074707031,332.4005432128906
51IMG_20200630_160104.jpg,624,832,closed,249.93690490722656,256.4800109863281,457.29278564453125,346.010009765625
52IMG_20200630_160104.jpg,624,832,closed,249.93690490722656,256.4800109863281,457.29278564453125,346.010009765625
53IMG_20200630_160104.jpg,624,832,closed,249.93690490722656,256.4800109863281,457.29278564453125,346.010009765625
54IMG_20200630_160104.jpg,624,832,closed,249.93690490722656,256.4800109863281,457.29278564453125,346.010009765625
55IMG_20200630_160104.jpg,624,832,closed,249.93690490722656,256.4800109863281,457.29278564453125,346.010009765625
56IMG_20200630_160104.jpg,624,832,closed,249.93690490722656,256.4800109863281,457.29278564453125,346.010009765625
57IMG_20200630_160104.jpg,624,832,closed,249.93690490722656,256.4800109863281,457.29278564453125,346.010009765625
58IMG_20200630_160104.jpg,624,832,closed,249.93690490722656,256.4800109863281,457.29278564453125,346.010009765625
59IMG_20200630_160104.jpg,624,832,closed,249.93690490722656,256.4800109863281,457.29278564453125,346.010009765625
60IMG_20200630_160104.jpg,624,832,closed,249.93690490722656,256.4800109863281,457.29278564453125,346.010009765625
61IMG_20200630_160104.jpg,624,832,closed,237.716796875,263.7345275878906,441.9095458984375,330.5519714355469
